doi
10.1371/journal.pone.0053333
10.1371/journal.pone.0042744
10.1371/journal.pbio.1001119
10.1371/journal.pbio.1001118
10.1371/journal.pone.0050793
10.1371/journal.pone.0042742
10.1371/journal.pone.0053331
10.1371/journal.pone.0042741
10.1371/journal.pcbi.1002630
10.1371/journal.pone.0042740
10.1371/journal.pone.0050790
10.1371/journal.pone.0048032
10.1371/journal.pbio.1001113
10.1371/journal.pone.0042738
10.1371/journal.pone.0050788
10.1371/journal.pone.0048038
10.1371/journal.pbio.1001123
10.1371/journal.pbio.1001121
10.1371/journal.pone.0050794
10.1371/journal.pone.0053335
10.1371/journal.pone.0053334
10.1371/journal.pbio.1001120
10.1371/journal.pbio.1001105
10.1371/journal.pcbi.1002622
10.1371/journal.pbio.1001104
10.1371/journal.pone.0050780
10.1371/journal.pbio.1001103
10.1371/journal.pone.0050779
10.1371/journal.pone.0050778
10.1371/journal.pcbi.1002621
10.1371/journal.pbio.1001100
10.1371/journal.pone.0048022
10.1371/journal.pone.0050775
10.1371/journal.pone.0050774
10.1371/journal.pbio.1001097
10.1371/journal.pone.0048020
10.1371/journal.pone.0042733
10.1371/journal.pbio.1001108
10.1371/journal.pone.0042732
10.1371/journal.pcbi.1002623
10.1371/journal.pbio.1001106
10.1371/journal.pone.0050782
10.1371/journal.pone.0042730
10.1371/journal.pbio.1001107
10.1371/journal.pone.0053319
10.1371/journal.pone.0050783
10.1371/journal.pone.0050781
10.1371/journal.pone.0042731
10.1371/journal.pone.0048026
10.1371/journal.pone.0048025
10.1371/journal.pone.0042729
10.1371/journal.pone.0048024
10.1371/journal.pone.0042728
10.1371/journal.pcbi.1002620
10.1371/journal.pbio.1001111
10.1371/journal.pcbi.1002627
10.1371/journal.pone.0048029
10.1371/journal.pbio.1001110
10.1371/journal.pone.0053322
10.1371/journal.pbio.1001109
10.1371/journal.pone.0050786
10.1371/journal.pcbi.1002624
10.1371/journal.pone.0048027
10.1371/journal.pone.0050787
10.1371/journal.pcbi.1002626
10.1371/journal.pone.0042734
10.1371/journal.pone.0050785
10.1371/journal.pone.0053320
10.1371/journal.pcbi.1002625
10.1371/journal.pone.0048028
10.1371/journal.pone.0050784
10.1371/journal.pbio.1001102
10.1371/journal.pone.0050777
10.1371/journal.pone.0042727
10.1371/journal.pone.0048023
10.1371/journal.pone.0042726
10.1371/journal.pcbi.1002562
10.1371/journal.pone.0047957
10.1371/journal.pone.0047956
10.1371/journal.pone.0050711
10.1371/journal.pcbi.1002552
10.1371/journal.pcbi.1002551
10.1371/journal.pcbi.1002550
10.1371/journal.pcbi.1002548
10.1371/journal.pcbi.1002547
10.1371/journal.pone.0042646
10.1371/journal.pone.0050705
10.1371/journal.pcbi.1002544
10.1371/journal.pone.0042664
10.1371/journal.pone.0047961
10.1371/journal.pone.0042663
10.1371/journal.pone.0047960
10.1371/journal.pcbi.1002563
10.1371/journal.pone.0042662
10.1371/journal.pone.0047952
10.1371/journal.pone.0050716
10.1371/journal.pone.0050715
10.1371/journal.pone.0047950
10.1371/journal.pcbi.1002554
10.1371/journal.pone.0042654
10.1371/journal.pone.0042653
10.1371/journal.pone.0042652
10.1371/journal.pone.0042651
10.1371/journal.pone.0050710
10.1371/journal.pcbi.1002549
10.1371/journal.pone.0042649
10.1371/journal.pone.0050709
10.1371/journal.pone.0042648
10.1371/journal.pone.0042647
10.1371/journal.pcbi.1002546
10.1371/journal.pone.0047946
10.1371/journal.pone.0042650
10.1371/journal.pone.0047945
10.1371/journal.pone.0042655
10.1371/journal.pone.0050714
10.1371/journal.pone.0047948
10.1371/journal.pone.0050712
10.1371/journal.pone.0047947
10.1371/journal.pone.0047959
10.1371/journal.pone.0042658
10.1371/journal.pbio.1001180
10.1371/journal.pone.0034534
10.1371/journal.pone.0034533
10.1371/journal.pbio.1001178
10.1371/journal.pbio.1001177
10.1371/journal.pbio.1001176
10.1371/journal.pone.0039900
10.1371/journal.pone.0039899
10.1371/journal.pbio.1001174
10.1371/journal.pone.0034530
10.1371/journal.pone.0039898
10.1371/journal.pbio.1001198
10.1371/journal.pone.0045278
10.1371/journal.pone.0048073
10.1371/journal.pbio.1001167
10.1371/journal.pbio.1001166
10.1371/journal.pbio.1001165
10.1371/journal.pbio.1001164
10.1371/journal.pbio.1001163
10.1371/journal.pbio.1001162
10.1371/journal.pbio.1001161
10.1371/journal.pbio.1001160
10.1371/journal.pbio.1001159
10.1371/journal.pbio.1001158
10.1371/journal.pbio.1001157
10.1371/journal.pbio.1001156
10.1371/journal.pbio.1001155
10.1371/journal.pbio.1001154
10.1371/journal.pbio.1001153
10.1371/journal.pbio.1001172
10.1371/journal.pone.0034529
10.1371/journal.pbio.1001171
10.1371/journal.pone.0034528
10.1371/journal.pbio.1001170
10.1371/journal.pbio.1001169
10.1371/journal.pone.0034527
10.1371/journal.pbio.1001168
10.1371/journal.pone.0034526
10.1371/journal.pone.0050819
10.1371/journal.pone.0034525
10.1371/journal.pone.0048058
10.1371/journal.pone.0053358
10.1371/journal.pone.0048057
10.1371/journal.pbio.1001151
10.1371/journal.pone.0050817
10.1371/journal.pone.0048056
10.1371/journal.pone.0042767
10.1371/journal.pone.0053355
10.1371/journal.pone.0042766
10.1371/journal.pone.0039901
10.1371/journal.pone.0034532
10.1371/journal.pone.0034531
10.1371/journal.pbio.1001173
10.1371/journal.pone.0045265
10.1371/journal.pcbi.1002652
10.1371/journal.pone.0042770
10.1371/journal.pone.0045264
10.1371/journal.pone.0039905
10.1371/journal.pbio.1001183
10.1371/journal.pbio.1001182
10.1371/journal.pone.0034535
10.1371/journal.pone.0039897
10.1371/journal.pbio.1001152
10.1371/journal.pone.0039896
10.1371/journal.pone.0050818
10.1371/journal.pone.0042768
10.1371/journal.pone.0039895
10.1371/journal.pone.0053356
10.1371/journal.pone.0034522
10.1371/journal.pone.0042769
10.1371/journal.pone.0053357
10.1371/journal.pone.0045263
10.1371/journal.pone.0034523
10.1371/journal.pcbi.1002599
10.1371/journal.pone.0050754
10.1371/journal.pone.0042703
10.1371/journal.pcbi.1002597
10.1371/journal.pone.0048002
10.1371/journal.pone.0048001
10.1371/journal.pone.0042708
10.1371/journal.pcbi.1002601
10.1371/journal.pone.0047997
10.1371/journal.pone.0047996
10.1371/journal.pone.0042704
10.1371/journal.pone.0047994
10.1371/journal.pone.0050752
10.1371/journal.pone.0050753
10.1371/journal.pcbi.1002596
10.1371/journal.pone.0042700
10.1371/journal.pone.0047992
10.1371/journal.pone.0048006
10.1371/journal.pone.0050761
10.1371/journal.pone.0042712
10.1371/journal.pone.0042711
10.1371/journal.pone.0048000
10.1371/journal.pone.0042707
10.1371/journal.pone.0047999
10.1371/journal.pone.0042706
10.1371/journal.pcbi.1002600
10.1371/journal.pone.0050755
10.1371/journal.pone.0042710
10.1371/journal.pone.0042709
10.1371/journal.pcbi.1002602
10.1371/journal.pcbi.1002609
10.1371/journal.pcbi.1002608
10.1371/journal.pone.0048008
10.1371/journal.pcbi.1002607
10.1371/journal.pcbi.1002605
10.1371/journal.pcbi.1002611
10.1371/journal.pone.0048011
10.1371/journal.pone.0042716
10.1371/journal.pone.0048010
10.1371/journal.pone.0042714
10.1371/journal.pone.0050751
10.1371/journal.pcbi.1002593
10.1371/journal.pone.0047990
10.1371/journal.pcbi.1002592
10.1371/journal.pone.0042697
10.1371/journal.pcbi.1002604
10.1371/journal.pone.0048003
10.1371/journal.pone.0047958
10.1371/journal.pcbi.1002561
10.1371/journal.pone.0042660
10.1371/journal.pone.0047953
10.1371/journal.pcbi.1002570
10.1371/journal.pone.0047964
10.1371/journal.pcbi.1002567
10.1371/journal.pone.0047963
10.1371/journal.pone.0050726
10.1371/journal.pone.0050724
10.1371/journal.pone.0042665
10.1371/journal.pcbi.1002565
10.1371/journal.pcbi.1002564
10.1371/journal.pone.0050721
10.1371/journal.pone.0050718
10.1371/journal.pone.0042659
10.1371/journal.pcbi.1002557
10.1371/journal.pcbi.1002556
10.1371/journal.pone.0042657
10.1371/journal.pone.0042656
10.1371/journal.pcbi.1002555
10.1371/journal.pcbi.1002560
10.1371/journal.pone.0050720
10.1371/journal.pone.0047955
10.1371/journal.pone.0042661
10.1371/journal.pcbi.1002559
10.1371/journal.pone.0047954
10.1371/journal.pcbi.1002558
10.1371/journal.pone.0050717
10.1371/journal.pone.0047951
10.1371/journal.pone.0050733
10.1371/journal.pone.0047949
10.1371/journal.pcbi.1002553
10.1371/journal.pone.0047986
10.1371/journal.pcbi.1002587
10.1371/journal.pone.0047984
10.1371/journal.pone.0047989
10.1371/journal.pone.0042696
10.1371/journal.pone.0047987
10.1371/journal.pcbi.1002589
10.1371/journal.pone.0042690
10.1371/journal.pone.0042689
10.1371/journal.pone.0047980
10.1371/journal.pone.0050746
10.1371/journal.pone.0042692
10.1371/journal.pone.0050744
10.1371/journal.pone.0047983
10.1371/journal.pone.0050747
10.1371/journal.pone.0042693
10.1371/journal.pone.0047985
10.1371/journal.pcbi.1002586
10.1371/journal.pone.0042691
10.1371/journal.pone.0050745
10.1371/journal.pcbi.1002584
10.1371/journal.pcbi.1002594
10.1371/journal.pcbi.1002591
10.1371/journal.pcbi.1002590
10.1371/journal.pone.0050766
10.1371/journal.pone.0048007
10.1371/journal.pone.0042713
10.1371/journal.pone.0050760
10.1371/journal.pone.0048005
10.1371/journal.pcbi.1002603
10.1371/journal.pcbi.1002585
10.1371/journal.pone.0047982
10.1371/journal.pone.0050743
10.1371/journal.pone.0050742
10.1371/journal.pone.0048004
10.1371/journal.pone.0047968
10.1371/journal.pcbi.1002572
10.1371/journal.pone.0050729
10.1371/journal.pone.0050728
10.1371/journal.pone.0047972
10.1371/journal.pone.0042677
10.1371/journal.pcbi.1002575
10.1371/journal.pcbi.1002574
10.1371/journal.pone.0047969
10.1371/journal.pcbi.1002573
10.1371/journal.pone.0050730
10.1371/journal.pone.0047965
10.1371/journal.pone.0050727
10.1371/journal.pone.0042668
10.1371/journal.pcbi.1002571
10.1371/journal.pone.0047966
10.1371/journal.pcbi.1002569
10.1371/journal.pone.0042666
10.1371/journal.pcbi.1002566
10.1371/journal.pone.0047962
10.1371/journal.pone.0050722
10.1371/journal.pone.0042671
10.1371/journal.pone.0042670
10.1371/journal.pone.0042669
10.1371/journal.pone.0050725
10.1371/journal.pone.0050723
10.1371/journal.pcbi.1002580
10.1371/journal.pone.0050736
10.1371/journal.pcbi.1002576
10.1371/journal.pone.0042675
10.1371/journal.pone.0047981
10.1371/journal.pone.0042688
10.1371/journal.pone.0042687
10.1371/journal.pone.0050740
10.1371/journal.pone.0042685
10.1371/journal.pcbi.1002581
10.1371/journal.pcbi.1002577
10.1371/journal.pone.0047971
10.1371/journal.pcbi.1002568
10.1371/journal.pone.0042667
10.1371/journal.pone.0040567
10.1371/journal.pone.0043413
10.1371/journal.pone.0043411
10.1371/journal.pone.0037817
10.1371/journal.pone.0037816
10.1371/journal.pone.0037815
10.1371/journal.pone.0037814
10.1371/journal.pone.0043406
10.1371/journal.pgen.1002475
10.1371/journal.pone.0043404
10.1371/journal.pgen.1002474
10.1371/journal.pone.0043402
10.1371/journal.pgen.1002472
10.1371/journal.pone.0048787
10.1371/journal.pone.0048786
10.1371/journal.pone.0048785
10.1371/journal.pone.0045923
10.1371/journal.pone.0048784
10.1371/journal.pone.0045922
10.1371/journal.pone.0045921
10.1371/journal.pone.0043400
10.1371/journal.pgen.1002471
10.1371/journal.pone.0043399
10.1371/journal.pone.0043398
10.1371/journal.pgen.1002470
10.1371/journal.pone.0043397
10.1371/journal.pgen.1002469
10.1371/journal.pone.0043396
10.1371/journal.pgen.1002468
10.1371/journal.pone.0043395
10.1371/journal.pgen.1002467
10.1371/journal.pone.0043394
10.1371/journal.pone.0043393
10.1371/journal.pone.0043392
10.1371/journal.pone.0043390
10.1371/journal.pone.0043389
10.1371/journal.pone.0043388
10.1371/journal.pone.0043387
10.1371/journal.pone.0043386
10.1371/journal.pone.0043385
10.1371/journal.pone.0043384
10.1371/journal.pone.0043383
10.1371/journal.pone.0043382
10.1371/journal.pone.0043381
10.1371/journal.pone.0048774
10.1371/journal.pone.0043414
10.1371/journal.pone.0040566
10.1371/journal.pone.0043412
10.1371/journal.pgen.1002478
10.1371/journal.pone.0043410
10.1371/journal.pone.0040564
10.1371/journal.pone.0043409
10.1371/journal.pone.0040563
10.1371/journal.pone.0040562
10.1371/journal.pone.0043408
10.1371/journal.pgen.1002477
10.1371/journal.pone.0043407
10.1371/journal.pone.0043405
10.1371/journal.pone.0040565
10.1371/journal.pgen.1002480
10.1371/journal.pgen.1002479
10.1371/journal.pgen.1002476
10.1371/journal.pone.0040655
10.1371/journal.pone.0040654
10.1371/journal.pone.0040653
10.1371/journal.pone.0040652
10.1371/journal.pone.0040651
10.1371/journal.pone.0040650
10.1371/journal.pone.0040649
10.1371/journal.pone.0040648
10.1371/journal.pone.0040647
10.1371/journal.pone.0021737
10.1371/journal.pone.0021736
10.1371/journal.pone.0021735
10.1371/journal.pone.0040667
10.1371/journal.pone.0040666
10.1371/journal.pone.0040665
10.1371/journal.pone.0040664
10.1371/journal.pone.0040663
10.1371/journal.pone.0040662
10.1371/journal.pone.0032397
10.1371/journal.pone.0035325
10.1371/journal.pone.0032396
10.1371/journal.pgen.1002556
10.1371/journal.pone.0027217
10.1371/journal.pone.0043508
10.1371/journal.pone.0046025
10.1371/journal.pone.0032394
10.1371/journal.pone.0029876
10.1371/journal.pone.0032393
10.1371/journal.pone.0027216
10.1371/journal.pone.0037813
10.1371/journal.pone.0037812
10.1371/journal.pone.0037811
10.1371/journal.pone.0037810
10.1371/journal.pone.0037809
10.1371/journal.pone.0037808
10.1371/journal.pone.0037807
10.1371/journal.pone.0037819
10.1371/journal.pone.0037818
10.1371/journal.pone.0037821
10.1371/journal.pone.0045946
10.1371/journal.pone.0037820
10.1371/journal.pone.0045944
10.1371/journal.pone.0021678
10.1371/journal.pone.0045943
10.1371/journal.pone.0045942
10.1371/journal.pone.0043472
10.1371/journal.pone.0027191
10.1371/journal.pone.0024378
10.1371/journal.pone.0037846
10.1371/journal.pone.0045979
10.1371/journal.pone.0032328
10.1371/journal.pone.0043441
10.1371/journal.pone.0043440
10.1371/journal.pone.0043439
10.1371/journal.pone.0029844
10.1371/journal.pone.0032336
10.1371/journal.pone.0040584
10.1371/journal.pone.0027157
10.1371/journal.pone.0043438
10.1371/journal.pone.0043437
10.1371/journal.pone.0043436
10.1371/journal.pone.0043435
10.1371/journal.pone.0051525
10.1371/journal.pone.0035235
10.1371/journal.pone.0048811
10.1371/journal.pone.0035228
10.1371/journal.pone.0040545
10.1371/journal.pone.0040543
10.1371/journal.pone.0040542
10.1371/journal.pone.0040541
10.1371/journal.pone.0040540
10.1371/journal.pone.0043403
10.1371/journal.pgen.1002473
10.1371/journal.pone.0043401
10.1371/journal.pone.0045915
10.1371/journal.pone.0024340
10.1371/journal.pone.0051504
10.1371/journal.pone.0029812
10.1371/journal.pgen.1002457
10.1371/journal.pone.0040549
10.1371/journal.pone.0029811
10.1371/journal.pone.0040548
10.1371/journal.pone.0040547
10.1371/journal.pgen.1002454
10.1371/journal.pone.0040546
10.1371/journal.pone.0040561
10.1371/journal.pgen.1002466
10.1371/journal.pone.0021669
10.1371/journal.pone.0027130
10.1371/journal.pgen.1002456
10.1371/journal.pone.0029810
10.1371/journal.pgen.1002455
10.1371/journal.pgen.1002452
10.1371/journal.pone.0040544
10.1371/journal.pgen.1002451
10.1371/journal.pone.0021662
10.1371/journal.pone.0040555
10.1371/journal.pone.0021661
10.1371/journal.pone.0051497
10.1371/journal.pone.0051496
10.1371/journal.pone.0051495
10.1371/journal.pgen.1002458
10.1371/journal.pone.0051494
10.1371/journal.pone.0043369
10.1371/journal.pone.0035212
10.1371/journal.pone.0029815
10.1371/journal.pone.0040552
10.1371/journal.pone.0040551
10.1371/journal.pone.0051493
10.1371/journal.pone.0037791
10.1371/journal.pone.0035211
10.1371/journal.pone.0029814
10.1371/journal.pone.0043370
10.1371/journal.pone.0029813
10.1371/journal.pone.0040550
10.1371/journal.pone.0027117
10.1371/journal.pone.0048757
10.1371/journal.pone.0048756
10.1371/journal.pone.0021645
10.1371/journal.pone.0021643
10.1371/journal.pone.0024320
10.1371/journal.pone.0021620
10.1371/journal.pone.0032288
10.1371/journal.pone.0027089
10.1371/journal.pone.0027088
10.1371/journal.pone.0032286
10.1371/journal.pone.0029783
10.1371/journal.pone.0027087
10.1371/journal.pone.0032284
10.1371/journal.pone.0027086
10.1371/journal.pone.0027085
10.1371/journal.pone.0029781
10.1371/journal.pone.0032283
10.1371/journal.pone.0029780
10.1371/journal.pone.0027083
10.1371/journal.pone.0027082
10.1371/journal.pone.0029779
10.1371/journal.pone.0027081
10.1371/journal.pone.0029778
10.1371/journal.pone.0027080
10.1371/journal.pone.0029776
10.1371/journal.pone.0027079
10.1371/journal.pone.0029775
10.1371/journal.pone.0029774
10.1371/journal.pone.0027078
10.1371/journal.pone.0029773
10.1371/journal.pone.0029772
10.1371/journal.pone.0029771
10.1371/journal.pone.0029770
10.1371/journal.pone.0029769
10.1371/journal.pone.0029768
10.1371/journal.pone.0029767
10.1371/journal.pone.0029766
10.1371/journal.pone.0029765
10.1371/journal.pone.0029764
10.1371/journal.pone.0029763
10.1371/journal.pone.0040524
10.1371/journal.pone.0027095
10.1371/journal.pone.0029791
10.1371/journal.pone.0032292
10.1371/journal.pone.0045890
10.1371/journal.pone.0045894
10.1371/journal.pone.0035200
10.1371/journal.pone.0032295
10.1371/journal.pone.0048743
10.1371/journal.pone.0029795
10.1371/journal.pone.0037777
10.1371/journal.pone.0043355
10.1371/journal.pone.0035202
10.1371/journal.pone.0029787
10.1371/journal.pone.0027091
10.1371/journal.pone.0029786
10.1371/journal.pone.0027090
10.1371/journal.pone.0029785
10.1371/journal.pone.0032287
10.1371/journal.pone.0029784
10.1371/journal.pone.0021618
10.1371/journal.pone.0029788
10.1371/journal.pone.0032290
10.1371/journal.pone.0021622
10.1371/journal.pone.0032289
10.1371/journal.pone.0027223
10.1371/journal.pone.0032399
10.1371/journal.pone.0043515
10.1371/journal.pone.0021742
10.1371/journal.pone.0043514
10.1371/journal.pone.0021741
10.1371/journal.pone.0046036
10.1371/journal.pone.0046033
10.1371/journal.pone.0043512
10.1371/journal.pone.0021734
10.1371/journal.pone.0029880
10.1371/journal.pone.0024414
10.1371/journal.pone.0027221
10.1371/journal.pone.0046032
10.1371/journal.pone.0021740
10.1371/journal.pone.0021739
10.1371/journal.pone.0046030
10.1371/journal.pone.0046029
10.1371/journal.pone.0032398
10.1371/journal.pone.0043511
10.1371/journal.pone.0040640
10.1371/journal.pone.0029879
10.1371/journal.pone.0024413
10.1371/journal.pone.0035326
10.1371/journal.pone.0027220
10.1371/journal.pone.0046028
10.1371/journal.pone.0021733
10.1371/journal.pone.0051569
10.1371/journal.pone.0035331
10.1371/journal.pone.0035329
10.1371/journal.pone.0046027
10.1371/journal.pone.0048753
10.1371/journal.pone.0035208
10.1371/journal.pone.0051485
10.1371/journal.pgen.1002448
10.1371/journal.pone.0045900
10.1371/journal.pone.0029803
10.1371/journal.pone.0032303
10.1371/journal.pone.0021639
10.1371/journal.pone.0027101
10.1371/journal.pone.0037779
10.1371/journal.pone.0027107
10.1371/journal.pone.0021631
10.1371/journal.pone.0027105
10.1371/journal.pone.0027103
10.1371/journal.pgen.1002445
10.1371/journal.pone.0024314
10.1371/journal.pone.0040529
10.1371/journal.pone.0051480
10.1371/journal.pone.0040531
10.1371/journal.pone.0037778
10.1371/journal.pone.0027106
10.1371/journal.pone.0040530
10.1371/journal.pone.0040532
10.1371/journal.pone.0027109
10.1371/journal.pone.0027104
10.1371/journal.pone.0045895
10.1371/journal.pone.0032297
10.1371/journal.pone.0045897
10.1371/journal.pone.0032299
10.1371/journal.pone.0045896
10.1371/journal.pone.0027108
10.1371/journal.pone.0029796
10.1371/journal.pone.0035204
10.1371/journal.pone.0051481
10.1371/journal.pone.0021636
10.1371/journal.pone.0035203
10.1371/journal.pone.0048747
10.1371/journal.pone.0048749
10.1371/journal.pone.0040533
10.1371/journal.pone.0037782
10.1371/journal.pone.0029798
10.1371/journal.pone.0037781
10.1371/journal.pone.0051482
10.1371/journal.pone.0043356
10.1371/journal.pone.0027115
10.1371/journal.pone.0029799
10.1371/journal.pone.0032298
10.1371/journal.pone.0048742
10.1371/journal.pone.0037775
10.1371/journal.pone.0045891
10.1371/journal.pone.0051475
10.1371/journal.pone.0037773
10.1371/journal.pone.0027094
10.1371/journal.pone.0029790
10.1371/journal.pone.0027077
10.1371/journal.pone.0029762
10.1371/journal.pone.0024309
10.1371/journal.pone.0040523
10.1371/journal.pone.0037774
10.1371/journal.pone.0043348
10.1371/journal.pone.0043349
10.1371/journal.pone.0021623
10.1371/journal.pone.0027093
10.1371/journal.pone.0027092
10.1371/journal.pone.0032285
10.1371/journal.pone.0029782
10.1371/journal.pone.0027084
10.1371/journal.pone.0032282
10.1371/journal.pgen.1002443
10.1371/journal.pone.0045889
10.1371/journal.pgen.1002442
10.1371/journal.pone.0024313
10.1371/journal.pone.0027099
10.1371/journal.pone.0024312
10.1371/journal.pone.0045893
10.1371/journal.pone.0051476
10.1371/journal.pone.0043350
10.1371/journal.pone.0027100
10.1371/journal.pone.0048745
10.1371/journal.pone.0043351
10.1371/journal.pone.0040525
10.1371/journal.pone.0032293
10.1371/journal.pone.0029793
10.1371/journal.pone.0027097
10.1371/journal.pone.0040526
10.1371/journal.pone.0029789
10.1371/journal.pone.0032291
10.1371/journal.pone.0027096
10.1371/journal.pone.0051477
10.1371/journal.pone.0024311
10.1371/journal.pone.0021627
10.1371/journal.pone.0035198
10.1371/journal.pone.0051478
10.1371/journal.pone.0032294
10.1371/journal.pone.0035199
10.1371/journal.pone.0045892
10.1371/journal.pone.0021626
10.1371/journal.pone.0034822
10.1371/journal.pone.0029366
10.1371/journal.pone.0034821
10.1371/journal.pntd.0001740
10.1371/journal.pntd.0001739
10.1371/journal.pone.0048372
10.1371/journal.pone.0034820
10.1371/journal.pntd.0001737
10.1371/journal.pone.0048371
10.1371/journal.pone.0034818
10.1371/journal.pntd.0001736
10.1371/journal.pone.0029362
10.1371/journal.pone.0051087
10.1371/journal.pone.0051086
10.1371/journal.pone.0043009
10.1371/journal.pone.0051085
10.1371/journal.pone.0043008
10.1371/journal.pone.0043007
10.1371/journal.pone.0043006
10.1371/journal.pone.0043005
10.1371/journal.pone.0043004
10.1371/journal.pone.0043003
10.1371/journal.pone.0043002
10.1371/journal.pone.0043001
10.1371/journal.pone.0043000
10.1371/journal.pone.0042999
10.1371/journal.pone.0042998
10.1371/journal.pntd.0001710
10.1371/journal.pone.0026622
