"provider","doi","citeulike","connotea","scopus","ploscounter","pmc","facebook","mendeley","twitter","date_modified"
"impactstory","10.1371/journal.pone.0042141",NA,NA,NA,482,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0039481",0,0,2,820,320,0,5,1,2013-05-13
"altmetric","10.1371/journal.pone.0039481",0,0,NA,NA,NA,NA,4,1,2012-06-30
"impactstory","10.1371/journal.pone.0039481",NA,NA,2,807,1,NA,5,1,2013-05-13
"plosalm","10.1371/journal.pone.0028819",7,0,2,1290,155,0,9,0,2013-05-13
"altmetric","10.1371/journal.pone.0028819",7,0,NA,NA,NA,NA,9,2,2011-12-23
"impactstory","10.1371/journal.pone.0028819",NA,NA,2,1182,1,NA,9,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034121",0,0,1,571,109,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0034121",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034121",NA,NA,1,542,NA,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052794",0,0,0,366,47,0,NA,2,2013-05-13
"altmetric","10.1371/journal.pone.0052794",0,0,NA,NA,NA,NA,0,2,2013-01-06
"impactstory","10.1371/journal.pone.0052794",NA,NA,NA,231,NA,NA,NA,1,2013-02-13
"plosalm","10.1371/journal.pone.0052793",0,0,0,220,52,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052793",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052793",NA,NA,NA,217,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047517",0,0,0,765,303,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047517",0,0,NA,NA,NA,1,0,NA,2012-11-10
"impactstory","10.1371/journal.pone.0047517",NA,NA,NA,744,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0036839",0,0,1,853,181,4,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0036839",0,0,NA,NA,NA,NA,0,1,2012-06-05
"impactstory","10.1371/journal.pone.0036839",NA,NA,1,844,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0023511",0,0,2,981,145,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0023511",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023511",NA,NA,2,961,1,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026195",0,0,0,876,178,1,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0026195",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026195",NA,NA,NA,771,NA,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001509",0,0,4,1951,386,0,3,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001509",0,0,NA,NA,NA,1,3,NA,2012-02-23
"impactstory","10.1371/journal.pntd.0001509",NA,NA,4,1906,3,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031483",0,0,0,1033,303,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0031483",0,0,NA,NA,NA,NA,2,1,2012-02-18
"impactstory","10.1371/journal.pone.0031483",NA,NA,NA,994,NA,NA,2,1,2013-05-13
"plosalm","10.1371/journal.pone.0039482",0,0,0,731,375,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0039482",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039482",NA,NA,NA,721,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028850",1,0,3,1468,496,0,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0028850",1,0,NA,NA,NA,NA,5,1,2012-01-03
"impactstory","10.1371/journal.pone.0028850",NA,NA,NA,1105,1,NA,5,NA,2012-12-29
"plosalm","10.1371/journal.pone.0047492",0,0,1,859,267,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0047492",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047492",NA,NA,1,852,NA,NA,8,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052759",0,0,0,304,265,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052759",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052759",NA,NA,NA,301,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042139",0,0,0,887,502,0,1,1,2013-05-13
"altmetric","10.1371/journal.pone.0042139",0,0,NA,NA,NA,NA,0,1,2012-07-26
"impactstory","10.1371/journal.pone.0042139",NA,NA,NA,874,1,NA,1,1,2013-05-13
"plosalm","10.1371/journal.pone.0039480",1,0,0,405,70,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0039480",0,0,NA,NA,NA,NA,0,1,2012-06-27
"impactstory","10.1371/journal.pone.0039480",NA,NA,NA,396,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0044805",0,0,0,563,210,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0044805",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0044805",NA,NA,NA,NA,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052731",0,0,0,298,259,0,NA,2,2013-05-13
"altmetric","10.1371/journal.pone.0052731",0,0,NA,NA,NA,NA,0,1,2013-01-25
"impactstory","10.1371/journal.pone.0052731",NA,NA,NA,294,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0034090",0,0,0,839,152,0,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0034090",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034090",NA,NA,NA,803,NA,NA,8,NA,2013-05-13
"plosalm","10.1371/journal.pone.0036799",0,0,0,598,259,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0036799",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0036799",NA,NA,NA,587,NA,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028797",0,0,1,1502,615,0,8,0,2013-05-13
"altmetric","10.1371/journal.pone.0028797",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028797",NA,NA,1,1400,NA,NA,10,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039462",0,0,0,623,229,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039462",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039462",NA,NA,NA,547,NA,NA,NA,NA,2013-03-20
"plosalm","10.1371/journal.pone.0034095",0,0,5,1227,604,0,9,0,2013-05-13
"altmetric","10.1371/journal.pone.0034095",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034095",NA,NA,5,1197,3,NA,9,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001467",0,0,3,1922,235,0,6,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001467",0,0,NA,NA,NA,NA,4,3,2012-01-18
"impactstory","10.1371/journal.pntd.0001467",NA,NA,3,1869,1,NA,6,3,2013-05-13
"plosalm","10.1371/journal.pone.0039467",0,0,2,1127,227,0,NA,3,2013-05-13
"altmetric","10.1371/journal.pone.0039467",0,0,NA,NA,NA,1,0,3,2012-06-21
"impactstory","10.1371/journal.pone.0039467",NA,NA,2,1114,NA,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0042119",1,0,0,487,67,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042119",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042119",NA,NA,NA,480,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028805",0,0,0,1173,127,1,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0028805",0,0,NA,NA,NA,NA,0,3,2012-01-10
"impactstory","10.1371/journal.pone.0028805",NA,NA,NA,1083,NA,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0028803",0,0,1,1180,296,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0028803",0,0,NA,NA,NA,NA,3,1,2011-12-13
"impactstory","10.1371/journal.pone.0028803",NA,NA,1,1073,NA,NA,3,2,2013-05-13
"plosalm","10.1371/journal.pone.0052748",0,0,0,234,77,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052748",0,0,NA,NA,NA,NA,0,1,2013-01-10
"impactstory","10.1371/journal.pone.0052748",NA,NA,NA,227,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050137",0,0,0,421,76,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050137",0,0,NA,NA,NA,1,0,NA,2012-12-05
"impactstory","10.1371/journal.pone.0050137",NA,NA,NA,411,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052749",0,0,0,450,13,0,NA,5,2013-05-13
"altmetric","10.1371/journal.pone.0052749",0,0,NA,NA,NA,NA,0,4,2013-01-09
"impactstory","10.1371/journal.pone.0052749",NA,NA,NA,446,NA,NA,NA,5,2013-05-13
"plosalm","10.1371/journal.pone.0047453",0,0,0,1025,182,0,NA,2,2013-05-13
"altmetric","10.1371/journal.pone.0047453",0,0,NA,NA,NA,NA,0,1,2013-01-19
"impactstory","10.1371/journal.pone.0047453",NA,NA,NA,1016,1,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pntd.0001448",0,0,2,2249,329,0,3,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001448",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001448",NA,NA,2,2158,NA,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001444",0,0,1,2185,429,6,2,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001444",0,0,NA,NA,NA,NA,2,1,2012-01-30
"impactstory","10.1371/journal.pntd.0001444",NA,NA,1,2133,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034084",0,0,1,513,206,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0034084",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034084",NA,NA,1,481,1,NA,7,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034081",0,0,1,1198,485,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0034081",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034081",NA,NA,1,1168,NA,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001435",0,0,0,2217,278,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001435",0,0,NA,NA,NA,1,0,NA,2011-12-21
"impactstory","10.1371/journal.pntd.0001435",NA,NA,NA,2126,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039448",0,0,0,870,456,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0039448",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039448",NA,NA,NA,858,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001439",0,0,5,3224,649,0,24,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001439",0,0,NA,NA,NA,NA,10,2,2012-02-20
"impactstory","10.1371/journal.pntd.0001439",NA,NA,5,3128,2,NA,25,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001442",0,0,5,2725,601,2,3,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001442",0,0,NA,NA,NA,NA,4,1,2011-12-20
"impactstory","10.1371/journal.pntd.0001442",NA,NA,5,2635,2,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042106",0,0,0,680,190,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042106",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042106",NA,NA,NA,658,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001441",0,0,1,2218,215,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001441",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001441",NA,NA,1,2126,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031421",0,0,0,729,406,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0031421",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031421",NA,NA,NA,677,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042107",0,0,0,657,286,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042107",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042107",NA,NA,NA,643,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050134",0,0,0,647,148,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050134",0,0,NA,NA,NA,NA,0,1,2012-11-27
"impactstory","10.1371/journal.pone.0050134",NA,NA,NA,636,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001469",0,0,1,2414,540,0,10,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001469",0,0,NA,NA,NA,NA,7,NA,2012-02-27
"impactstory","10.1371/journal.pntd.0001469",NA,NA,1,2363,2,NA,11,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028791",0,0,1,1923,396,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0028791",0,0,NA,NA,NA,NA,0,1,2011-12-18
"impactstory","10.1371/journal.pone.0028791",NA,NA,1,1811,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039456",0,0,0,937,325,3,7,2,2013-05-13
"altmetric","10.1371/journal.pone.0039456",0,0,NA,NA,NA,1,5,2,2012-07-03
"impactstory","10.1371/journal.pone.0039456",NA,NA,NA,928,1,NA,7,1,2013-05-13
"plosalm","10.1371/journal.pntd.0001454",0,0,2,2663,278,0,4,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001454",0,0,NA,NA,NA,1,2,1,2011-12-23
"impactstory","10.1371/journal.pntd.0001454",NA,NA,2,2571,NA,NA,4,1,2013-05-13
"plosalm","10.1371/journal.pone.0031438",1,0,1,1626,379,0,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0031438",1,0,NA,NA,NA,NA,3,3,2012-03-05
"impactstory","10.1371/journal.pone.0031438",NA,NA,1,1583,NA,NA,7,3,2013-05-13
"plosalm","10.1371/journal.pone.0047439",0,0,0,582,157,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0047439",0,0,NA,NA,NA,NA,0,2,2012-10-17
"impactstory","10.1371/journal.pone.0047439",NA,NA,NA,574,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001452",0,0,5,2449,404,1,17,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001452",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001452",NA,NA,5,2354,3,NA,19,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001449",0,0,2,2697,851,1,15,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001449",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001449",NA,NA,2,2603,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047438",0,0,0,973,194,0,NA,2,2013-05-13
"altmetric","10.1371/journal.pone.0047438",0,0,NA,NA,NA,NA,0,2,2012-10-15
"impactstory","10.1371/journal.pone.0047438",NA,NA,NA,965,NA,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0047437",0,0,0,727,136,1,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0047437",0,0,NA,NA,NA,1,2,1,2012-11-26
"impactstory","10.1371/journal.pone.0047437",NA,NA,NA,716,NA,NA,3,1,2013-05-13
"plosalm","10.1371/journal.pone.0036803",1,0,0,567,81,0,1,4,2013-05-13
"altmetric","10.1371/journal.pone.0036803",0,0,NA,NA,NA,NA,1,5,2012-05-31
"impactstory","10.1371/journal.pone.0036803",NA,NA,NA,557,NA,NA,1,4,2013-05-13
"plosalm","10.1371/journal.pone.0047443",0,0,0,1234,115,1,NA,3,2013-05-13
"altmetric","10.1371/journal.pone.0047443",0,0,NA,NA,NA,1,0,3,2012-11-10
"impactstory","10.1371/journal.pone.0047443",NA,NA,NA,1219,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0034093",0,0,2,587,265,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0034093",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034093",NA,NA,2,561,NA,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001440",0,0,4,2325,285,0,8,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001440",0,0,NA,NA,NA,NA,5,1,2012-01-24
"impactstory","10.1371/journal.pntd.0001440",NA,NA,4,2231,3,NA,9,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023478",0,0,1,1824,569,0,10,0,2013-05-13
"altmetric","10.1371/journal.pone.0023478",0,0,NA,NA,NA,NA,9,6,2011-09-21
"impactstory","10.1371/journal.pone.0023478",NA,NA,1,1699,NA,NA,12,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034255",0,0,1,1305,325,0,12,0,2013-05-13
"altmetric","10.1371/journal.pone.0034255",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034255",NA,NA,1,1271,NA,NA,12,1,2013-05-13
"plosalm","10.1371/journal.pone.0050242",0,0,0,149,49,1,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0050242",0,0,NA,NA,NA,NA,0,1,2012-12-19
"impactstory","10.1371/journal.pone.0050242",NA,NA,NA,146,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0031593",0,0,2,1694,746,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0031593",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031593",NA,NA,2,1650,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042250",0,0,0,1016,268,1,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042250",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042250",NA,NA,NA,989,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047581",0,0,0,1256,270,1,NA,5,2013-05-13
"altmetric","10.1371/journal.pone.0047581",0,0,NA,NA,NA,1,0,4,2012-10-23
"impactstory","10.1371/journal.pone.0047581",NA,NA,NA,1239,NA,NA,NA,3,2013-05-13
"plosalm","10.1371/journal.pone.0052920",0,0,0,316,106,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0052920",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052920",NA,NA,NA,312,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047578",0,0,0,676,201,0,NA,5,2013-05-13
"altmetric","10.1371/journal.pone.0047578",0,0,NA,NA,NA,NA,0,5,2012-12-31
"impactstory","10.1371/journal.pone.0047578",NA,NA,NA,668,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0044905",0,0,1,514,45,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0044905",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0044905",NA,NA,1,507,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023588",0,0,0,851,343,1,10,0,2013-05-13
"altmetric","10.1371/journal.pone.0023588",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023588",NA,NA,NA,832,1,NA,10,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052898",1,0,0,453,248,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052898",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052898",NA,NA,NA,448,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023586",1,0,4,1395,369,1,25,0,2013-05-13
"altmetric","10.1371/journal.pone.0023586",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023586",NA,NA,4,1376,1,NA,25,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047569",0,0,0,805,202,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047569",0,0,NA,NA,NA,1,0,NA,2012-11-01
"impactstory","10.1371/journal.pone.0047569",NA,NA,NA,797,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042229",0,0,0,1010,69,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0042229",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042229",NA,NA,NA,995,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034266",0,0,1,638,126,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0034266",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034266",NA,NA,1,548,NA,NA,5,NA,2013-03-08
"plosalm","10.1371/journal.pone.0042279",0,0,0,1041,342,2,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042279",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042279",NA,NA,NA,1031,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042268",0,0,0,621,142,0,2,1,2013-05-13
"altmetric","10.1371/journal.pone.0042268",0,0,NA,NA,NA,NA,2,1,2012-08-07
"impactstory","10.1371/journal.pone.0042268",NA,NA,NA,606,NA,NA,2,1,2013-05-13
"plosalm","10.1371/journal.pone.0047606",0,0,0,330,38,2,NA,2,2013-05-13
"altmetric","10.1371/journal.pone.0047606",0,0,NA,NA,NA,NA,0,2,2012-11-01
"impactstory","10.1371/journal.pone.0047606",NA,NA,NA,NA,NA,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0034239",0,0,1,775,243,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0034239",0,0,NA,NA,NA,NA,3,4,2012-03-31
"impactstory","10.1371/journal.pone.0034239",NA,NA,1,742,NA,NA,7,3,2013-05-13
"plosalm","10.1371/journal.pone.0047574",0,0,0,669,136,0,NA,4,2013-05-13
"altmetric","10.1371/journal.pone.0047574",0,0,NA,NA,NA,NA,0,3,2012-10-12
"impactstory","10.1371/journal.pone.0047574",NA,NA,NA,658,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050237",0,0,0,754,137,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0050237",0,0,NA,NA,NA,1,0,2,2012-12-02
"impactstory","10.1371/journal.pone.0050237",NA,NA,NA,746,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0028928",0,0,3,1900,356,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0028928",0,0,NA,NA,NA,NA,2,9,2013-02-15
"impactstory","10.1371/journal.pone.0028928",NA,NA,3,1790,NA,NA,4,4,2013-05-13
"plosalm","10.1371/journal.pone.0028924",0,0,1,1413,111,0,NA,0,2013-05-14
"altmetric","10.1371/journal.pone.0028924",0,0,NA,NA,NA,NA,0,1,2012-01-11
"impactstory","10.1371/journal.pone.0028924",NA,NA,NA,NA,NA,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0050232",0,0,0,553,39,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050232",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0050232",NA,NA,NA,542,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031579",0,0,4,891,613,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0031579",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031579",NA,NA,4,854,2,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047572",0,0,0,494,175,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047572",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047572",NA,NA,NA,490,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052902",0,0,0,431,93,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052902",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052902",NA,NA,NA,428,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034251",0,0,0,1142,388,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0034251",0,0,NA,NA,NA,NA,6,2,2012-03-29
"impactstory","10.1371/journal.pone.0034251",NA,NA,NA,1110,NA,NA,6,1,2013-05-13
"plosalm","10.1371/journal.pone.0047585",0,0,0,586,58,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0047585",0,0,NA,NA,NA,NA,0,1,2012-10-23
"impactstory","10.1371/journal.pone.0047585",NA,NA,NA,570,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0034254",0,0,4,1039,754,2,12,0,2013-05-13
"altmetric","10.1371/journal.pone.0034254",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034254",NA,NA,4,1010,NA,NA,12,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047595",0,0,0,524,216,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047595",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047595",NA,NA,NA,512,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050248",0,0,0,405,207,0,1,1,2013-05-13
"altmetric","10.1371/journal.pone.0050248",0,0,NA,NA,NA,NA,0,2,2012-12-29
"impactstory","10.1371/journal.pone.0050248",NA,NA,NA,397,NA,NA,1,1,2013-05-13
"plosalm","10.1371/journal.pone.0042259",0,0,0,750,290,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042259",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042259",NA,NA,NA,741,2,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047596",0,0,0,899,116,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047596",0,0,NA,NA,NA,1,0,1,2013-04-02
"impactstory","10.1371/journal.pone.0047596",NA,NA,NA,888,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050244",0,0,1,534,128,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050244",0,0,NA,NA,NA,1,0,NA,2012-12-01
"impactstory","10.1371/journal.pone.0050244",NA,NA,1,525,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039580",0,0,1,724,340,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039580",0,0,NA,NA,NA,NA,0,1,2012-06-30
"impactstory","10.1371/journal.pone.0039580",NA,NA,1,710,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047579",0,0,0,702,164,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047579",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047579",NA,NA,NA,693,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052906",0,0,0,326,58,0,NA,0,2013-05-13
