"provider","doi","citeulike","connotea","scopus","ploscounter","pmc","facebook","mendeley","twitter","date_modified"
"plosalm","10.1371/journal.pone.0034140",0,0,0,551,312,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0034140",0,0,NA,NA,NA,NA,4,1,2012-04-30
"impactstory","10.1371/journal.pone.0034140",NA,NA,NA,536,NA,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001518",0,0,0,2146,464,0,1,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001518",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001518",NA,NA,NA,2097,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028863",0,0,1,1209,222,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0028863",0,0,NA,NA,NA,NA,5,1,2011-12-28
"impactstory","10.1371/journal.pone.0028863",NA,NA,1,1112,NA,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039514",0,0,0,745,280,2,NA,2,2013-05-13
"altmetric","10.1371/journal.pone.0039514",0,0,NA,NA,NA,1,0,1,2012-07-05
"impactstory","10.1371/journal.pone.0039514",NA,NA,NA,737,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0028867",0,0,0,816,189,0,NA,9,2013-05-13
"altmetric","10.1371/journal.pone.0028867",0,0,NA,NA,NA,NA,0,1,2012-08-22
"impactstory","10.1371/journal.pone.0028867",NA,NA,NA,721,NA,NA,NA,8,2013-05-13
"plosalm","10.1371/journal.pone.0034162",0,0,0,840,336,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0034162",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034162",NA,NA,NA,812,NA,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034161",0,0,0,569,285,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0034161",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034161",NA,NA,NA,540,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0036850",0,0,0,1001,345,2,4,1,2013-05-13
"altmetric","10.1371/journal.pone.0036850",0,0,NA,NA,NA,1,3,1,2012-06-14
"impactstory","10.1371/journal.pone.0036850",NA,NA,NA,993,NA,NA,4,1,2013-05-13
"plosalm","10.1371/journal.pone.0026072",0,0,3,875,295,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0026072",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026072",NA,NA,3,778,3,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052678",0,0,0,249,117,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052678",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052678",NA,NA,NA,245,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034035",0,0,1,1161,641,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0034035",0,0,NA,NA,NA,NA,3,2,2012-03-27
"impactstory","10.1371/journal.pone.0034035",NA,NA,1,1121,NA,NA,3,2,2013-05-13
"plosalm","10.1371/journal.pone.0031354",0,0,4,1395,647,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0031354",0,0,NA,NA,NA,NA,1,1,2012-03-27
"impactstory","10.1371/journal.pone.0031354",NA,NA,4,1346,2,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028727",0,0,3,1067,614,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0028727",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028727",NA,NA,3,962,1,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047362",0,0,0,795,233,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0047362",0,0,NA,NA,NA,1,0,1,2012-11-03
"impactstory","10.1371/journal.pone.0047362",NA,NA,NA,787,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0026095",0,0,4,1263,786,1,8,0,2013-05-13
"altmetric","10.1371/journal.pone.0026095",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026095",NA,NA,4,1167,1,NA,7,NA,2013-05-13
"plosalm","10.1371/journal.pcbi.1002283",1,0,1,2365,203,0,24,0,2013-05-13
"altmetric","10.1371/journal.pcbi.1002283",1,0,NA,NA,NA,NA,22,4,2011-12-08
"impactstory","10.1371/journal.pcbi.1002283",NA,NA,1,2338,NA,NA,24,1,2013-05-13
"plosalm","10.1371/journal.pone.0047361",0,0,1,728,219,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0047361",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047361",NA,NA,1,720,1,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034042",0,0,1,642,266,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0034042",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034042",NA,NA,1,613,NA,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042062",0,0,2,779,344,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0042062",0,0,NA,NA,NA,NA,0,1,2012-07-26
"impactstory","10.1371/journal.pone.0042062",NA,NA,2,769,2,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0034046",0,0,0,1160,391,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0034046",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034046",NA,NA,NA,1133,NA,NA,7,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026087",0,0,4,1742,854,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0026087",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026087",NA,NA,4,1635,3,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028720",0,0,0,1600,391,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0028720",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028720",NA,NA,NA,1497,NA,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039414",0,0,0,399,215,0,8,2,2013-05-13
"altmetric","10.1371/journal.pone.0039414",0,0,NA,NA,NA,NA,4,1,2012-07-16
"impactstory","10.1371/journal.pone.0039414",NA,NA,NA,389,NA,NA,8,2,2013-05-13
"plosalm","10.1371/journal.pone.0042061",0,0,0,839,103,2,NA,4,2013-05-13
"altmetric","10.1371/journal.pone.0042061",0,0,NA,NA,NA,1,0,4,2013-04-16
"impactstory","10.1371/journal.pone.0042061",NA,NA,NA,827,NA,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0050049",0,0,0,686,118,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050049",0,0,NA,NA,NA,1,0,NA,2012-11-17
"impactstory","10.1371/journal.pone.0050049",NA,NA,NA,675,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050048",0,0,0,708,178,1,NA,3,2013-05-13
"altmetric","10.1371/journal.pone.0050048",0,0,NA,NA,NA,1,0,3,2012-12-29
"impactstory","10.1371/journal.pone.0050048",NA,NA,NA,698,NA,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0039408",0,0,1,560,167,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039408",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039408",NA,NA,1,552,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026092",1,0,1,960,359,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0026092",0,0,NA,NA,NA,NA,3,1,2011-10-23
"impactstory","10.1371/journal.pone.0026092",NA,NA,1,864,NA,NA,6,2,2013-05-13
"plosalm","10.1371/journal.pone.0018032",0,0,0,642,202,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0018032",0,0,NA,NA,NA,NA,1,1,2011-07-18
"impactstory","10.1371/journal.pone.0018032",NA,NA,NA,626,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001375",0,0,1,1784,262,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001375",0,0,NA,NA,NA,NA,0,2,2011-11-06
"impactstory","10.1371/journal.pntd.0001375",NA,NA,1,1751,1,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0026091",0,0,0,1246,792,0,10,0,2013-05-13
"altmetric","10.1371/journal.pone.0026091",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026091",NA,NA,NA,1151,NA,NA,10,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001374",0,0,2,2544,523,1,13,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001374",0,0,NA,NA,NA,NA,5,1,2011-11-10
"impactstory","10.1371/journal.pntd.0001374",NA,NA,2,2510,3,NA,12,1,2013-05-13
"plosalm","10.1371/journal.pone.0039415",0,0,0,477,395,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039415",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039415",NA,NA,NA,466,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001377",0,0,1,2627,251,0,1,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001377",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001377",NA,NA,1,2538,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023436",0,0,4,1530,370,2,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0023436",0,0,NA,NA,NA,1,3,1,2011-10-25
"impactstory","10.1371/journal.pone.0023436",NA,NA,4,1427,2,NA,9,1,2013-05-13
"plosalm","10.1371/journal.pone.0028722",0,0,1,1182,76,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0028722",0,0,NA,NA,NA,NA,0,1,2011-12-16
"impactstory","10.1371/journal.pone.0028722",NA,NA,1,1072,2,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0047360",0,0,1,556,178,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047360",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047360",NA,NA,1,550,2,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042065",0,0,0,684,177,2,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042065",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042065",NA,NA,NA,NA,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028723",0,0,3,1534,532,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0028723",0,0,NA,NA,NA,NA,0,1,2011-12-13
"impactstory","10.1371/journal.pone.0028723",NA,NA,3,1429,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0028716",0,0,14,1320,242,0,12,0,2013-05-13
"altmetric","10.1371/journal.pone.0028716",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028716",NA,NA,14,1212,4,NA,13,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026068",0,0,2,1050,383,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0026068",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026068",NA,NA,2,951,NA,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023430",0,0,2,1095,374,0,7,0,2013-05-13
"altmetric","10.1371/journal.pone.0023430",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023430",NA,NA,NA,NA,NA,NA,7,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039389",0,0,0,634,159,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0039389",0,0,NA,NA,NA,NA,0,1,2013-04-04
"impactstory","10.1371/journal.pone.0039389",NA,NA,NA,625,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0047351",0,0,1,1003,645,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047351",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047351",NA,NA,1,997,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042053",0,0,0,623,84,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042053",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042053",NA,NA,NA,600,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039390",0,0,0,401,188,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0039390",0,0,NA,NA,NA,NA,0,1,2012-08-01
"impactstory","10.1371/journal.pone.0039390",NA,NA,NA,391,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047350",0,0,1,690,184,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047350",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047350",NA,NA,1,684,2,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034029",0,0,1,628,172,0,9,0,2013-05-13
"altmetric","10.1371/journal.pone.0034029",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034029",NA,NA,1,593,NA,NA,10,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023427",0,0,6,1573,942,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0023427",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023427",NA,NA,6,1448,NA,NA,6,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023428",0,0,6,1119,239,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0023428",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023428",NA,NA,6,1097,1,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050041",0,0,0,507,121,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050041",0,0,NA,NA,NA,1,0,NA,2012-11-30
"impactstory","10.1371/journal.pone.0050041",NA,NA,NA,497,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028713",1,0,0,1060,210,0,14,0,2013-05-13
"altmetric","10.1371/journal.pone.0028713",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028713",NA,NA,NA,NA,1,NA,14,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028714",0,0,0,1031,277,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0028714",0,0,NA,NA,NA,NA,1,1,2011-12-12
"impactstory","10.1371/journal.pone.0028714",NA,NA,NA,924,NA,NA,2,2,2013-05-13
"plosalm","10.1371/journal.pone.0028736",0,0,6,1953,282,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0028736",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028736",NA,NA,6,1847,1,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028735",0,0,1,934,488,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0028735",0,0,NA,NA,NA,NA,0,3,2011-12-31
"impactstory","10.1371/journal.pone.0028735",NA,NA,1,838,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028731",0,0,1,1244,563,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0028731",0,0,NA,NA,NA,1,3,3,2012-04-15
"impactstory","10.1371/journal.pone.0028731",NA,NA,1,1138,NA,NA,3,1,2013-05-13
"plosalm","10.1371/journal.pone.0028730",0,0,0,1276,562,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0028730",0,0,NA,NA,NA,NA,4,2,2011-12-25
"impactstory","10.1371/journal.pone.0028730",NA,NA,NA,1175,NA,NA,6,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028729",0,0,7,1512,520,0,10,0,2013-05-13
"altmetric","10.1371/journal.pone.0028729",0,0,NA,NA,NA,NA,8,1,2011-12-18
"impactstory","10.1371/journal.pone.0028729",NA,NA,7,1404,4,NA,12,NA,2013-05-13
"plosalm","10.1371/journal.pone.0034016",0,0,0,1033,292,0,9,0,2013-05-13
"altmetric","10.1371/journal.pone.0034016",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0034016",NA,NA,NA,NA,NA,NA,9,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050039",2,0,0,961,57,2,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0050039",0,0,NA,NA,NA,NA,0,1,2012-11-23
"impactstory","10.1371/journal.pone.0050039",NA,NA,NA,948,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042043",0,0,0,438,120,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042043",0,0,NA,NA,NA,NA,0,1,2012-08-21
"impactstory","10.1371/journal.pone.0042043",NA,NA,NA,425,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042039",0,0,0,1117,243,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0042039",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042039",NA,NA,NA,1103,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052666",0,0,0,404,145,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052666",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052666",NA,NA,NA,401,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028711",0,0,0,898,116,0,13,0,2013-05-13
"altmetric","10.1371/journal.pone.0028711",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028711",NA,NA,NA,796,NA,NA,13,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028712",0,0,0,1162,368,0,5,0,2013-05-13
"altmetric","10.1371/journal.pone.0028712",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028712",NA,NA,NA,1055,1,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001364",0,0,1,1620,440,0,4,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001364",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pntd.0001364",NA,NA,1,1588,2,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001358",0,0,7,2587,582,0,5,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001358",0,0,NA,NA,NA,NA,3,3,2011-11-03
"impactstory","10.1371/journal.pntd.0001358",NA,NA,7,2539,2,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001362",0,0,2,1744,306,0,6,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001362",0,0,NA,NA,NA,NA,4,4,2012-02-11
"impactstory","10.1371/journal.pntd.0001362",NA,NA,2,1715,1,NA,6,4,2013-05-13
"plosalm","10.1371/journal.pone.0047344",0,0,0,571,162,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047344",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0047344",NA,NA,NA,564,1,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001355",0,0,3,1947,523,1,2,0,2013-05-13
"altmetric","10.1371/journal.pntd.0001355",0,0,NA,NA,NA,1,2,1,2013-01-02
"impactstory","10.1371/journal.pntd.0001355",NA,NA,3,1898,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026061",0,0,2,1197,384,1,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0026061",0,0,NA,NA,NA,NA,0,2,2011-10-26
"impactstory","10.1371/journal.pone.0026061",NA,NA,2,1096,NA,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0031346",0,0,2,982,488,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0031346",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031346",NA,NA,2,946,2,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pone.0039383",0,0,1,823,178,1,8,0,2013-05-13
"altmetric","10.1371/journal.pone.0039383",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0039383",NA,NA,1,814,NA,NA,8,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047329",0,0,0,627,181,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0047329",0,0,NA,NA,NA,1,0,1,2012-10-30
"impactstory","10.1371/journal.pone.0047329",NA,NA,NA,NA,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0028703",0,0,0,1010,211,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0028703",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0028703",NA,NA,NA,907,NA,NA,4,NA,2013-05-13
"plosalm","10.1371/journal.pone.0028702",0,0,5,1294,336,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0028702",0,0,NA,NA,NA,NA,6,2,2011-12-12
"impactstory","10.1371/journal.pone.0028702",NA,NA,5,1188,NA,NA,6,2,2013-05-13
"plosalm","10.1371/journal.pone.0052651",0,0,0,567,147,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0052651",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0052651",NA,NA,NA,563,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023413",0,0,2,888,392,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0023413",0,0,NA,NA,NA,NA,1,1,2011-09-15
"impactstory","10.1371/journal.pone.0023413",NA,NA,2,762,NA,NA,1,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031333",3,0,0,1344,213,0,13,0,2013-05-13
"altmetric","10.1371/journal.pone.0031333",3,0,NA,NA,NA,NA,10,3,2012-03-20
"impactstory","10.1371/journal.pone.0031333",NA,NA,NA,1296,NA,NA,13,1,2013-05-13
"plosalm","10.1371/journal.pone.0050034",0,0,0,455,123,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050034",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0050034",NA,NA,NA,445,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026056",0,0,0,1228,495,0,3,0,2013-05-13
"altmetric","10.1371/journal.pone.0026056",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026056",NA,NA,NA,1131,NA,NA,3,NA,2013-05-13
"plosalm","10.1371/journal.pone.0026058",1,0,1,1326,385,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0026058",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026058",NA,NA,1,1227,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0042033",0,0,0,727,109,0,4,0,2013-05-13
"altmetric","10.1371/journal.pone.0042033",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0042033",NA,NA,NA,719,1,NA,5,NA,2013-05-13
"plosalm","10.1371/journal.pone.0052664",0,0,0,482,147,0,NA,1,2013-05-13
"altmetric","10.1371/journal.pone.0052664",0,0,NA,NA,NA,NA,0,1,2013-01-16
"impactstory","10.1371/journal.pone.0052664",NA,NA,NA,475,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0023423",0,0,4,1776,852,0,17,0,2013-05-13
"altmetric","10.1371/journal.pone.0023423",0,0,NA,NA,NA,NA,12,1,2011-08-21
"impactstory","10.1371/journal.pone.0023423",NA,NA,4,1654,2,NA,18,NA,2013-05-13
"plosalm","10.1371/journal.pone.0044712",0,0,0,457,239,0,2,0,2013-05-13
"altmetric","10.1371/journal.pone.0044712",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0044712",NA,NA,NA,443,NA,NA,2,NA,2013-05-13
"plosalm","10.1371/journal.pntd.0001356",0,0,0,1896,326,4,6,1,2013-05-13
"altmetric","10.1371/journal.pntd.0001356",0,0,NA,NA,NA,1,6,2,2013-03-06
"impactstory","10.1371/journal.pntd.0001356",NA,NA,NA,1865,NA,NA,6,1,2013-05-13
"plosalm","10.1371/journal.pone.0031348",0,0,2,1397,525,0,16,0,2013-05-13
"altmetric","10.1371/journal.pone.0031348",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031348",NA,NA,2,1360,2,NA,16,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047346",0,0,0,613,259,0,NA,2,2013-05-13
"altmetric","10.1371/journal.pone.0047346",0,0,NA,NA,NA,NA,0,2,2012-10-10
"impactstory","10.1371/journal.pone.0047346",NA,NA,NA,606,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047343",0,0,0,542,163,1,NA,4,2013-05-13
"altmetric","10.1371/journal.pone.0047343",0,0,NA,NA,NA,NA,0,1,2012-12-01
"impactstory","10.1371/journal.pone.0047343",NA,NA,NA,528,1,NA,NA,2,2013-05-13
"plosalm","10.1371/journal.pone.0026060",0,0,2,1436,939,0,11,0,2013-05-13
"altmetric","10.1371/journal.pone.0026060",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0026060",NA,NA,2,1339,2,NA,11,NA,2013-05-13
"plosalm","10.1371/journal.pone.0031343",0,0,0,640,214,0,1,0,2013-05-13
"altmetric","10.1371/journal.pone.0031343",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031343",NA,NA,NA,604,NA,NA,1,1,2013-05-13
"plosalm","10.1371/journal.pone.0023416",0,0,5,1256,408,0,12,0,2013-05-13
"altmetric","10.1371/journal.pone.0023416",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0023416",NA,NA,5,1237,1,NA,13,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050037",0,0,0,658,279,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050037",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0050037",NA,NA,NA,643,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0047308",0,0,0,509,126,0,NA,3,2013-05-13
"altmetric","10.1371/journal.pone.0047308",0,0,NA,NA,NA,NA,0,2,2012-10-09
"impactstory","10.1371/journal.pone.0047308",NA,NA,NA,502,NA,NA,NA,1,2013-05-13
"plosalm","10.1371/journal.pone.0031320",0,0,4,657,256,0,6,0,2013-05-13
"altmetric","10.1371/journal.pone.0031320",999,999,NA,NA,NA,999,999,999,1970-01-01
"impactstory","10.1371/journal.pone.0031320",NA,NA,4,622,NA,NA,6,NA,2013-05-13
"plosalm","10.1371/journal.pone.0050102",0,0,0,458,184,0,NA,0,2013-05-13
"altmetric","10.1371/journal.pone.0050102",0,0,NA,NA,NA,1,0,1,2013-04-30
"impactstory","10.1371/journal.pone.0050102",NA,NA,NA,447,NA,NA,NA,NA,2013-05-13
"plosalm","10.1371/journal.pone.0044761",0,0,0,560,56,1,NA,2,2013-05-13
"altmetric","10.1371/journal.pone.0044761",0,0,NA,NA,NA,NA,0,2,2012-09-17
